Temperature             Voltage	
22.83435979	1.137184727
22.84267425	1.137065328
22.85104485	1.13694593
22.85947203	1.136826531
22.86795623	1.136707132
22.87649786	1.136587734
22.88509736	1.136468335
22.89375516	1.136348936
22.90247169	1.136229538
22.91124739	1.136110139
22.92008267	1.135990741
22.92897798	1.135871342
22.93793374	1.135751943
22.94695038	1.135632545
22.95602833	1.135513146
22.96516803	1.135393748
22.97436991	1.135274349
22.98363438	1.13515495
22.9929619	1.135035552
23.00235287	1.134916153
23.01180775	1.134796755
23.02132695	1.134677356
23.0309109	1.134557957
23.04056005	1.134438559
23.05027481	1.13431916
23.06005561	1.134199762
23.0699029	1.134080363
23.0798171	1.133960964
23.08979863	1.133841566
23.09984793	1.133722167
23.10996544	1.133602769
23.12015157	1.13348337
23.13040676	1.133363971
23.14073145	1.133244573
23.15112606	1.133125174
23.16159101	1.133005776
23.17212676	1.132886377
23.18273371	1.132766978
23.19341231	1.13264758
23.20416298	1.132528181
23.21498615	1.132408782
23.22588226	1.132289384
23.23685173	1.132169985
23.247895	1.132050587
23.2590125	1.131931188
23.27020465	1.131811789
23.28147188	1.131692391
23.29281464	1.131572992
23.30423334	1.131453594
23.31572842	1.131334195
23.3273003	1.131214796
23.33894943	1.131095398
23.35067682	1.130975999
23.36248467	1.130856601
23.37437533	1.130737202
23.38635114	1.130617803
23.39841445	1.130498405
23.4105676	1.130379006
23.42281293	1.130259608
23.4351528	1.130140209
23.44758955	1.13002081
23.46012552	1.129901412
23.47276306	1.129782013
23.48550451	1.129662615
23.49835223	1.129543216
23.51130854	1.129423817
23.52437581	1.129304419
23.53755637	1.12918502
23.55085256	1.129065622
23.56426675	1.128946223
23.57780126	1.128826824
23.59145845	1.128707426
23.60524066	1.128588027
23.61915023	1.128468629
23.63318951	1.12834923
23.64736085	1.128229831
23.66166659	1.128110433
23.67610908	1.127991034
23.69069066	1.127871635
23.70541367	1.127752237
23.72028047	1.127632838
23.73529339	1.12751344
23.75045479	1.127394041
23.765767	1.127274642
23.78123238	1.127155244
23.79685326	1.127035845
23.812632	1.126916447
23.82857093	1.126797048
23.84467241	1.126677649
23.86093877	1.126558251
23.87737237	1.126438852
23.89397555	1.126319454
23.91075065	1.126200055
23.92770002	1.126080656
23.94482601	1.125961258
23.96213095	1.125841859
23.9796172	1.125722461
23.9972871	1.125603062
24.015143	1.125483663
24.03318723	1.125364265
24.05142215	1.125244866
24.0698501	1.125125468
24.08847343	1.125006069
24.10729448	1.12488667
24.12631559	1.124767272
24.14553912	1.124647873
24.1649674	1.124528475
24.18460278	1.124409076
24.20444762	1.124289677
24.22450424	1.124170279
24.244775	1.12405088
24.26526224	1.123931481
24.28596831	1.123812083
24.30689556	1.123692684
24.32804632	1.123573286
24.34942295	1.123453887
24.37102778	1.123334488
24.39286317	1.12321509
24.41493145	1.123095691
24.43723498	1.122976293
24.4597761	1.122856894
24.48255716	1.122737495
24.50558049	1.122618097
24.52884845	1.122498698
24.55236338	1.1223793
24.57612754	1.122259901
24.60014296	1.122140502
24.62441161	1.122021104
24.64893546	1.121901705
24.67371649	1.121782307
24.69875667	1.121662908
24.72405797	1.121543509
24.74962237	1.121424111
24.77545184	1.121304712
24.80154836	1.121185314
24.8279139	1.121065915
24.85455043	1.120946516
24.88145993	1.120827118
24.90864437	1.120707719
24.93610572	1.120588321
24.96384596	1.120468922
24.99186706	1.120349523
25.020171	1.120230125
25.04875974	1.120110726
25.07763527	1.119991327
25.10679956	1.119871929
25.13625457	1.11975253
25.16600229	1.119633132
25.19604469	1.119513733
25.22638374	1.119394334
25.25702142	1.119274936
25.28795969	1.119155537
25.31920054	1.119036139
25.35074593	1.11891674
25.38259784	1.118797341
25.41475825	1.118677943
25.44722913	1.118558544
25.48001245	1.118439146
25.51311018	1.118319747
25.5465243	1.118200348
25.58025679	1.11808095
25.61430961	1.117961551
25.64868474	1.117842153
25.68338415	1.117722754
25.71840983	1.117603355
25.7537639	1.117483957
25.78945251	1.117364558
25.8254858	1.11724516
25.86187407	1.117125761
25.89862766	1.117006362
25.93575689	1.116886964
25.97327206	1.116767565
26.0111835	1.116648167
26.04950153	1.116528768
26.08823647	1.116409369
26.12739864	1.116289971
26.16699835	1.116170572
26.20704593	1.116051173
26.2475517	1.115931775
26.28852596	1.115812376
26.32997905	1.115692978
26.37192128	1.115573579
26.41436297	1.11545418
26.45731444	1.115334782
26.500786	1.115215383
26.54478799	1.115095985
26.58933071	1.114976586
26.63442449	1.114857187
26.68007964	1.114737789
26.72630648	1.11461839
26.77311534	1.114498992
26.82051653	1.114379593
26.86852037	1.114260194
26.91713718	1.114140796
26.96637727	1.114021397
27.01625098	1.113901999
27.06676861	1.1137826
27.11794032	1.113663201
27.16976404	1.113543803
27.22221748	1.113424404
27.27527644	1.113305006
27.32891671	1.113185607
27.3831141	1.113066208
27.43784441	1.11294681
27.49308344	1.112827411
27.54880698	1.112708013
27.60499084	1.112588614
27.66161082	1.112469215
27.71864271	1.112349817
27.77606232	1.112230418
27.83384545	1.11211102
27.8919679	1.111991621
27.95040547	1.111872222
28.00913395	1.111752824
28.06812915	1.111633425
28.12736687	1.111514026
28.18682291	1.111394628
28.24647306	1.111275229
28.30629313	1.111155831
28.36625893	1.111036432
28.42634624	1.110917033
28.48653086	1.110797635
28.54679018	1.110678236
28.60712491	1.110558838
28.66755375	1.110439439
28.72809584	1.11032004
28.78877034	1.110200642
28.8495964	1.110081243
28.91059316	1.109961845
28.97177977	1.109842446
29.03317538	1.109723047
29.09479914	1.109603649
29.15667021	1.10948425
29.21880772	1.109364852
29.28123082	1.109245453
29.34395868	1.109126054
29.40701042	1.109006656
29.47040522	1.108887257
29.5341622	1.108767859
29.59830053	1.10864846
29.66283935	1.108529061
29.7277978	1.108409663
29.79319505	1.108290264
29.85905023	1.108170866
29.92537489	1.108051467
29.99215752	1.107932068
30.05938225	1.10781267
30.12703321	1.107693271
30.19509455	1.107573872
30.2635504	1.107454474
30.33238488	1.107335075
30.40158214	1.107215677
30.4711263	1.107096278
30.54100151	1.106976879
30.61119189	1.106857481
30.68168158	1.106738082
30.75245471	1.106618684
30.82349543	1.106499285
30.89478785	1.106379886
30.96631612	1.106260488
31.03806437	1.106141089
31.11001674	1.106021691
31.18215735	1.105902292
31.25447035	1.105782893
31.32693986	1.105663495
31.39955002	1.105544096
31.47228682	1.105424698
31.54514578	1.105305299
31.61812554	1.1051859
31.6912247	1.105066502
31.76444188	1.104947103
31.8377757	1.104827705
31.91122478	1.104708306
31.98478772	1.104588907
32.05846316	1.104469509
32.1322497	1.10435011
32.20614595	1.104230712
32.28015055	1.104111313
32.3542621	1.103991914
32.42847922	1.103872516
32.50280053	1.103753117
32.57722465	1.103633718
32.65175018	1.10351432
32.72637576	1.103394921
32.80109998	1.103275523
32.87592148	1.103156124
32.95083886	1.103036725
33.02585075	1.102917327
33.10095572	1.102797928
33.17614599	1.10267853
33.2514012	1.102559131
33.3266995	1.102439732
33.40201902	1.102320334
33.4773379	1.102200935
33.55263429	1.102081537
33.62788632	1.101962138
33.70307214	1.101842739
33.77816989	1.101723341
33.85315771	1.101603942
33.92801373	1.101484544
34.0027161	1.101365145
34.07724297	1.101245746
34.15157247	1.101126348
34.22568274	1.101006949
34.29955192	1.100887551
34.37315815	1.100768152
34.44647958	1.100648753
34.51949435	1.100529355
34.59218059	1.100409956
34.66451645	1.100290558
34.73648007	1.100171159
34.80805007	1.10005176
34.87923239	1.099932362
34.95007442	1.099812963
35.020627	1.099693564
35.09094098	1.099574166
35.1610672	1.099454767
35.23105649	1.099335369
35.30095972	1.09921597
35.37082771	1.099096571
35.44071131	1.098977173
35.51066137	1.098857774
35.58072872	1.098738376
35.65096422	1.098618977
35.7214187	1.098499578
35.79214301	1.09838018
35.863188	1.098260781
35.9346045	1.098141383
36.00644335	1.098021984
36.07875541	1.097902585
36.15159152	1.097783187
36.22500251	1.097663788
36.29903924	1.09754439
36.37375254	1.097424991
36.44919326	1.097305592
36.52541225	1.097186194
36.6024467	1.097066795
36.68026856	1.096947397
36.75883022	1.096827998
36.83808412	1.096708599
36.91798265	1.096589201
36.99847823	1.096469802
37.07952327	1.096350404
37.16107019	1.096231005
37.24307139	1.096111606
37.32547928	1.095992208
37.40824629	1.095872809
37.49132481	1.095753411
37.57466726	1.095634012
37.65822606	1.095514613
37.74195361	1.095395215
37.82580233	1.095275816
37.90972463	1.095156417
37.99367291	1.095037019
38.0775996	1.09491762
38.1614571	1.094798222
38.24519783	1.094678823
38.32877419	1.094559424
38.41213872	1.094440026
38.4952584	1.094320627
38.57812816	1.094201229
38.66074613	1.09408183
38.74311046	1.093962431
38.82521927	1.093843033
38.9070707	1.093723634
38.98866288	1.093604236
39.06999395	1.093484837
39.15106204	1.093365438
39.23186529	1.09324604
39.31240183	1.093126641
39.39266979	1.093007243
39.47266731	1.092887844
39.55239253	1.092768445
39.63184357	1.092649047
39.71101857	1.092529648
39.78991567	1.09241025
39.86853301	1.092290851
39.9468687	1.092171452
40.0249209	1.092052054
40.10268773	1.091932655
40.18016732	1.091813257
40.25735782	1.091693858
40.33425735	1.091574459
40.41086677	1.091455061
40.4871966	1.091335662
40.56325952	1.091216263
40.63906823	1.091096865
40.71463542	1.090977466
40.78997379	1.090858068
40.86509601	1.090738669
40.94001477	1.09061927
41.01474278	1.090499872
41.08929272	1.090380473
41.16367728	1.090261075
41.23790914	1.090141676
41.312001	1.090022277
41.38596555	1.089902879
41.45981548	1.08978348
41.53356348	1.089664082
41.60722224	1.089544683
41.68080445	1.089425284
41.75432279	1.089305886
41.82778996	1.089186487
41.90121866	1.089067089
41.97462155	1.08894769
42.04801135	1.088828291
42.12140074	1.088708893
42.1948024	1.088589494
42.26822903	1.088470096
42.34169332	1.088350697
42.41520759	1.088231298
42.48878056	1.0881119
42.56241889	1.087992501
42.63612923	1.087873103
42.70991823	1.087753704
42.78379253	1.087634305
42.85775879	1.087514907
42.93182366	1.087395508
43.00599377	1.087276109
43.08027578	1.087156711
43.15467634	1.087037312
43.22920208	1.086917914
43.30385967	1.086798515
43.37865574	1.086679116
43.45359695	1.086559718
43.52868994	1.086440319
43.60394135	1.086320921
43.67935785	1.086201522
43.75494607	1.086082123
43.83071266	1.085962725
43.90666427	1.085843326
43.98280755	1.085723928
44.05914914	1.085604529
44.13569569	1.08548513
44.21245385	1.085365732
44.28943027	1.085246333
44.3666316	1.085126935
44.44406447	1.085007536
44.52173526	1.084888137
44.59964076	1.084768739
44.677766	1.08464934
44.75609535	1.084529942
44.83461315	1.084410543
44.91330373	1.084291144
44.99215145	1.084171746
45.07114065	1.084052347
45.15025567	1.083932949
45.22948087	1.08381355
45.30880057	1.083694151
45.38819913	1.083574753
45.4676609	1.083455354
45.54717021	1.083335956
45.62671141	1.083216557
45.70626885	1.083097158
45.78582687	1.08297776
45.86536981	1.082858361
45.94488203	1.082738962
46.02434785	1.082619564
46.10375164	1.082500165
46.18307773	1.082380767
46.26231047	1.082261368
46.3414342	1.082141969
46.42043326	1.082022571
46.49929201	1.081903172
46.57799478	1.081783774
46.65652593	1.081664375
46.73486979	1.081544976
46.81301102	1.081425578
46.89094299	1.081306179
46.9686685	1.081186781
47.04619089	1.081067382
47.12351345	1.080947983
47.2006395	1.080828585
47.27757235	1.080709186
47.35431532	1.080589788
47.4308717	1.080470389
47.50724483	1.08035099
47.583438	1.080231592
47.65945453	1.080112193
47.73529773	1.079992795
47.81097092	1.079873396
47.8864774	1.079753997
47.96182048	1.079634599
48.03700348	1.0795152
48.11202971	1.079395802
48.18690248	1.079276403
48.2616251	1.079157004
48.33620089	1.079037606
48.41063315	1.078918207
48.4849252	1.078798808
48.55908034	1.07867941
48.6331019	1.078560011
48.70699318	1.078440613
48.78075749	1.078321214
48.85439814	1.078201815
48.92791846	1.078082417
49.00132174	1.077963018
49.0746113	1.07784362
49.14779045	1.077724221
49.2208625	1.077604822
49.29383069	1.077485424
49.36669826	1.077366025
49.43946843	1.077246627
49.51214445	1.077127228
49.58472953	1.077007829
49.65722691	1.076888431
49.72963981	1.076769032
49.80197148	1.076649634
49.87422513	1.076530235
49.94640401	1.076410836
50.01851133	1.076291438
50.09055034	1.076172039
50.16252425	1.076052641
50.23443631	1.075933242
50.30628974	1.075813843
50.37808776	1.075694445
50.44983363	1.075575046
50.52153055	1.075455648
50.59318177	1.075336249
50.66479051	1.07521685
50.73636	1.075097452
50.80789348	1.074978053
50.87939417	1.074858654
50.95086531	1.074739256
51.02231012	1.074619857
51.09373184	1.074500459
51.1651337	1.07438106
51.23651892	1.074261661
51.30789074	1.074142263
51.37925238	1.074022864
51.45060709	1.073903466
51.52195808	1.073784067
51.59330859	1.073664668
51.66466184	1.07354527
51.73602108	1.073425871
51.80738952	1.073306473
51.87877039	1.073187074
51.95016692	1.073067675
52.02158233	1.072948277
52.09301984	1.072828878
52.16448268	1.07270948
52.23597407	1.072590081
52.30749725	1.072470682
52.37905543	1.072351284
52.45065184	1.072231885
52.52228971	1.072112487
52.59397225	1.071993088
52.6657027	1.071873689
52.73748429	1.071754291
52.80932022	1.071634892
52.88121374	1.071515494
52.95316806	1.071396095
53.02518642	1.071276696
53.09727202	1.071157298
53.16942811	1.071037899
53.24165791	1.0709185
53.31396463	1.070799102
53.38635152	1.070679703
53.45882178	1.070560305
53.53137865	1.070440906
53.60402534	1.070321507
53.6767651	1.070202109
53.74960113	1.07008271
53.82253668	1.069963312
53.89557495	1.069843913
53.96871918	1.069724514
54.04197259	1.069605116
54.1153384	1.069485717
54.18881985	1.069366319
54.26242015	1.06924692
54.33614222	1.069127521
54.40998182	1.069008123
54.48392762	1.068888724
54.55796795	1.068769326
54.6320912	1.068649927
54.7062857	1.068530528
54.78053983	1.06841113
54.85484193	1.068291731
54.92918036	1.068172333
55.00354347	1.068052934
55.07791964	1.067933535
55.1522972	1.067814137
55.22666452	1.067694738
55.30100996	1.06757534
55.37532187	1.067455941
55.44958861	1.067336542
55.52379853	1.067217144
55.59793999	1.067097745
55.67200135	1.066978347
55.74597097	1.066858948
55.8198372	1.066739549
55.8935884	1.066620151
55.96721292	1.066500752
56.04069912	1.066381353
56.11403536	1.066261955
56.18721	1.066142556
56.26021139	1.066023158
56.33302789	1.065903759
56.40564785	1.06578436
56.47805963	1.065664962
56.55025159	1.065545563
56.62221209	1.065426165
56.69392948	1.065306766
56.76539212	1.065187367
56.83658836	1.065067969
56.90750656	1.06494857
56.97813509	1.064829172
57.04846235	1.064709773
57.11848537	1.064590374
57.18821829	1.064470976
57.25767727	1.064351577
57.3268785	1.064232179
57.39583813	1.06411278
57.46457235	1.063993381
57.53309731	1.063873983
57.6014292	1.063754584
57.66958419	1.063635186
57.73757843	1.063515787
57.80542812	1.063396388
57.87314941	1.06327699
57.94075847	1.063157591
58.00827149	1.063038193
58.07570462	1.062918794
58.14307404	1.062799395
58.21039593	1.062679997
58.27768644	1.062560598
58.34496176	1.062441199
58.41223805	1.062321801
58.47953148	1.062202402
58.54685823	1.062083004
58.61423446	1.061963605
58.68167635	1.061844206
58.74920007	1.061724808
58.81682178	1.061605409
58.88455767	1.061486011
58.95242389	1.061366612
59.02043662	1.061247213
59.08861204	1.061127815
59.15696631	1.061008416
59.2255156	1.060889018
59.29427609	1.060769619
59.36326394	1.06065022
59.43249532	1.060530822
59.50198642	1.060411423
59.57175339	1.060292025
59.64181241	1.060172626
59.71217965	1.060053227
59.78287128	1.059933829
59.85390347	1.05981443
59.92529231	1.059695032
59.99704536	1.059575633
60.06915366	1.059456234
60.14160641	1.059336836
60.21439281	1.059217437
60.28750205	1.059098039
60.36092331	1.05897864
60.43464579	1.058859241
60.50865868	1.058739843
60.58295118	1.058620444
60.65751248	1.058501045
60.73233177	1.058381647
60.80739823	1.058262248
60.88270107	1.05814285
60.95822948	1.058023451
61.03397265	1.057904052
61.10991976	1.057784654
61.18606002	1.057665255
61.26238261	1.057545857
61.33887673	1.057426458
61.41553157	1.057307059
61.49233633	1.057187661
61.56928018	1.057068262
61.64635233	1.056948864
61.72354197	1.056829465
61.80083829	1.056710066
61.87823049	1.056590668
61.95570774	1.056471269
62.03325926	1.056351871
62.11087422	1.056232472
62.18854183	1.056113073
62.26625127	1.055993675
62.34399174	1.055874276
62.42175242	1.055754878
62.49952252	1.055635479
62.57729122	1.05551608
62.65504771	1.055396682
62.7327812	1.055277283
62.81048086	1.055157885
62.88813589	1.055038486
62.96573549	1.054919087
63.04326884	1.054799689
63.12072515	1.05468029
63.19809554	1.054560891
63.27537621	1.054441493
63.35256419	1.054322094
63.42965649	1.054202696
63.50665015	1.054083297
63.58354216	1.053963898
63.66032957	1.0538445
63.73700939	1.053725101
63.81357864	1.053605703
63.89003434	1.053486304
63.96637352	1.053366905
64.04259319	1.053247507
64.11869037	1.053128108
64.19466209	1.05300871
64.27050537	1.052889311
64.34621723	1.052769912
64.4217947	1.052650514
64.49723478	1.052531115
64.5725345	1.052411717
64.64769089	1.052292318
64.72270096	1.052172919
64.79756174	1.052053521
64.87227025	1.051934122
64.9468235	1.051814724
65.02121853	1.051695325
65.09545234	1.051575926
65.16952197	1.051456528
65.24342443	1.051337129
65.31715674	1.051217731
65.39071592	1.051098332
65.46409901	1.050978933
65.53730301	1.050859535
65.61032495	1.050740136
65.68316185	1.050620738
65.75581072	1.050501339
65.8282686	1.05038194
65.90053251	1.050262542
65.97259946	1.050143143
66.04446647	1.050023744
66.11613057	1.049904346
66.18758877	1.049784947
66.25883921	1.049665549
66.32988539	1.04954615
66.40073248	1.049426751
66.47138565	1.049307353
66.54185006	1.049187954
66.61213088	1.049068556
66.68223327	1.048949157
66.7521624	1.048829758
66.82192343	1.04871036
66.89152154	1.048590961
66.96096187	1.048471563
67.03024961	1.048352164
67.09938991	1.048232765
67.16838794	1.048113367
67.23724887	1.047993968
67.30597786	1.04787457
67.37458008	1.047755171
67.44306069	1.047635772
67.51142486	1.047516374
67.57967775	1.047396975
67.64782452	1.047277577
67.71587036	1.047158178
67.78382041	1.047038779
67.85167985	1.046919381
67.91945383	1.046799982
67.98714754	1.046680584
68.05476612	1.046561185
68.12231475	1.046441786
68.18979859	1.046322388
68.25722281	1.046202989
68.32459257	1.04608359
68.39191304	1.045964192
68.45918939	1.045844793
68.52642677	1.045725395
68.59363036	1.045605996
68.66080532	1.045486597
68.72795681	1.045367199
68.79509	1.0452478
68.86221006	1.045128402
68.92932215	1.045009003
68.99643144	1.044889604
69.06354309	1.044770206
69.13066226	1.044650807
69.19779414	1.044531409
69.26494386	1.04441201
69.33211662	1.044292611
69.39931756	1.044173213
69.46655186	1.044053814
69.53382467	1.043934416
69.60114106	1.043815017
69.66850359	1.043695618
69.73591248	1.04357622
69.80336786	1.043456821
69.87086985	1.043337423
69.93841857	1.043218024
70.00601414	1.043098625
70.0736567	1.042979227
70.14134636	1.042859828
70.20908325	1.04274043
70.27686749	1.042621031
70.3446992	1.042501632
70.41257852	1.042382234
70.48050555	1.042262835
70.54848043	1.042143436
70.61650328	1.042024038
70.68457423	1.041904639
70.75269339	1.041785241
70.82086089	1.041665842
70.88907685	1.041546443
70.9573414	1.041427045
71.02565466	1.041307646
71.09401676	1.041188248
71.16242781	1.041068849
71.23088795	1.04094945
71.29939729	1.040830052
71.36795596	1.040710653
71.43656409	1.040591255
71.50522179	1.040471856
71.57392919	1.040352457
71.64268642	1.040233059
71.71149359	1.04011366
71.78035083	1.039994262
71.84925827	1.039874863
71.91821603	1.039755464
71.98722423	1.039636066
72.05628299	1.039516667
72.12539244	1.039397269
72.19455271	1.03927787
72.26376391	1.039158471
72.33302617	1.039039073
72.40233962	1.038919674
72.47170437	1.038800276
72.54112056	1.038680877
72.6105883	1.038561478
72.68010771	1.03844208
72.74967893	1.038322681
72.81930208	1.038203282
72.88897727	1.038083884
72.95870464	1.037964485
73.0284843	1.037845087
73.09831638	1.037725688
73.16820074	1.037606289
73.23813599	1.037486891
73.3081204	1.037367492
73.37815223	1.037248094
73.44822976	1.037128695
73.51835125	1.037009296
73.58851497	1.036889898
73.65871918	1.036770499
73.72896215	1.036651101
73.79924214	1.036531702
73.86955743	1.036412303
73.93990627	1.036292905
74.01028694	1.036173506
74.0806977	1.036054108
74.15113682	1.035934709
74.22160256	1.03581531
74.2920932	1.035695912
74.36260699	1.035576513
74.43314221	1.035457115
74.50369712	1.035337716
74.57426999	1.035218317
74.64485908	1.035098919
74.71546266	1.03497952
74.78607899	1.034860122
74.85670635	1.034740723
74.927343	1.034621324
74.99798721	1.034501926
75.06863724	1.034382527
75.13929136	1.034263129
75.20994784	1.03414373
75.28060493	1.034024331
75.35126092	1.033904933
75.42191406	1.033785534
75.49256263	1.033666135
75.56320488	1.033546737
75.63383909	1.033427338
75.70446352	1.03330794
75.77507644	1.033188541
75.84567611	1.033069142
75.9162608	1.032949744
75.98682878	1.032830345
76.05737832	1.032710947
76.12790767	1.032591548
76.19841512	1.032472149
76.26889891	1.032352751
76.33935733	1.032233352
76.40978863	1.032113954
76.48019109	1.031994555
76.55056296	1.031875156
76.62090253	1.031755758
76.69120804	1.031636359
76.76147778	1.031516961
76.83171002	1.031397562
76.90190372	1.031278163
76.97205858	1.031158765
77.04217431	1.031039366
77.11225067	1.030919968
77.18228736	1.030800569
77.25228414	1.03068117
77.32224073	1.030561772
77.39215685	1.030442373
77.46203225	1.030322975
77.53186666	1.030203576
77.6016598	1.030084177
77.67141141	1.029964779
77.74112122	1.02984538
77.81078896	1.029725981
77.88041436	1.029606583
77.94999716	1.029487184
78.01953709	1.029367786
78.08903387	1.029248387
78.15848724	1.029128988
78.22789694	1.02900959
78.29726269	1.028890191
78.36658422	1.028770793
78.43586127	1.028651394
78.50509357	1.028531995
78.57428085	1.028412597
78.64342284	1.028293198
78.71251928	1.0281738
78.78156989	1.028054401
78.8505744	1.027935002
78.91953256	1.027815604
78.98844408	1.027696205
79.05730871	1.027576807
79.12612617	1.027457408
79.19489619	1.027338009
79.26361852	1.027218611
79.33229287	1.027099212
79.40091898	1.026979814
79.46949658	1.026860415
79.53802541	1.026741016
79.60650519	1.026621618
79.67493566	1.026502219
79.74331655	1.026382821
79.81164759	1.026263422
79.87992851	1.026144023
79.94815905	1.026024625
80.01633893	1.025905226
80.08446789	1.025785827
80.15254565	1.025666429
80.22057196	1.02554703
80.28854654	1.025427632
80.35646912	1.025308233
80.42433944	1.025188834
80.49215723	1.025069436
80.55992222	1.024950037
80.62763413	1.024830639
80.69529271	1.02471124
80.76289777	1.024591841
80.83045018	1.024472443
80.89795154	1.024353044
80.96540343	1.024233646
81.03280747	1.024114247
81.10016524	1.023994848
81.16747834	1.02387545
81.23474838	1.023756051
81.30197695	1.023636653
81.36916566	1.023517254
81.43631609	1.023397855
81.50342985	1.023278457
81.57050854	1.023159058
81.63755375	1.02303966
81.70456709	1.022920261
81.77155015	1.022800862
81.83850454	1.022681464
81.90543184	1.022562065
81.97233366	1.022442667
82.0392116	1.022323268
82.10606725	1.022203869
82.17290222	1.022084471
82.23971811	1.021965072
82.3065165	1.021845674
82.37329901	1.021726275
82.44006722	1.021606876
82.50682274	1.021487478
82.57356717	1.021368079
82.6403021	1.02124868
82.70702914	1.021129282
82.77374988	1.021009883
82.84046591	1.020890485
82.90717885	1.020771086
82.97389029	1.020651687
83.04060182	1.020532289
83.10731505	1.02041289
83.17403157	1.020293492
83.24075298	1.020174093
83.30748089	1.020054694
83.37421688	1.019935296
83.44096256	1.019815897
83.50771953	1.019696499
83.57448939	1.0195771
83.64127373	1.019457701
83.70807415	1.019338303
83.77489225	1.019218904
83.84172963	1.019099506
83.90858789	1.018980107
83.97546863	1.018860708
84.04237344	1.01874131
84.10930393	1.018621911
84.17626169	1.018502513
84.24324832	1.018383114
84.31026543	1.018263715
84.3773146	1.018144317
84.44439744	1.018024918
84.51151554	1.01790552
84.57867051	1.017786121
84.64586394	1.017666722
84.71309744	1.017547324
84.78037259	1.017427925
84.847691	1.017308526
84.91505416	1.017189128
84.98246198	1.017069729
85.04991323	1.016950331
85.11740667	1.016830932
85.18494105	1.016711533
85.25251513	1.016592135
85.32012765	1.016472736
85.38777736	1.016353338
85.45546302	1.016233939
85.52318339	1.01611454
85.5909372	1.015995142
85.65872322	1.015875743
85.72654019	1.015756345
85.79438687	1.015636946
85.86226201	1.015517547
85.93016436	1.015398149
85.99809267	1.01527875
86.06604569	1.015159352
86.13402219	1.015039953
86.2020209	1.014920554
86.27004058	1.014801156
86.33807998	1.014681757
86.40613785	1.014562359
86.47421295	1.01444296
86.54230403	1.014323561
86.61040983	1.014204163
86.67852912	1.014084764
86.74666064	1.013965366
86.81480314	1.013845967
86.88295538	1.013726568
86.95111611	1.01360717
87.01928408	1.013487771
87.08745804	1.013368372
87.15563674	1.013248974
87.22381894	1.013129575
87.29200338	1.013010177
87.36018883	1.012890778
87.42837402	1.012771379
87.49655772	1.012651981
87.56473867	1.012532582
87.63291563	1.012413184
87.70108735	1.012293785
87.76925257	1.012174386
87.83741006	1.012054988
87.90555856	1.011935589
87.97369683	1.011816191
88.04182361	1.011696792
88.10993767	1.011577393
88.17803774	1.011457995
88.24612259	1.011338596
88.31419096	1.011219198
88.38224161	1.011099799
88.45027328	1.0109804
88.51828474	1.010861002
88.58627473	1.010741603
88.654242	1.010622205
88.72218531	1.010502806
88.7901034	1.010383407
88.85799503	1.010264009
88.92585896	1.01014461
88.99369393	1.010025212
89.06149869	1.009905813
89.129272	1.009786414
89.19701266	1.009667016
89.26472051	1.009547617
89.3323963	1.009428218
89.40004079	1.00930882
89.46765476	1.009189421
89.53523898	1.009070023
89.60279422	1.008950624
89.67032126	1.008831225
89.73782087	1.008711827
89.80529381	1.008592428
89.87274087	1.00847303
89.94016282	1.008353631
90.00756043	1.008234232
90.07493446	1.008114834
90.1422857	1.007995435
90.20961492	1.007876037
90.27692288	1.007756638
90.34421037	1.007637239
90.41147815	1.007517841
90.478727	1.007398442
90.54595768	1.007279044
90.61317098	1.007159645
90.68036766	1.007040246
90.7475485	1.006920848
90.81471427	1.006801449
90.88186574	1.006682051
90.94900368	1.006562652
91.01612888	1.006443253
91.08324209	1.006323855
91.15034409	1.006204456
91.21743566	1.006085058
91.28451757	1.005965659
91.35159058	1.00584626
91.41865548	1.005726862
91.48571304	1.005607463
91.55276402	1.005488065
91.6198092	1.005368666
91.68684936	1.005249267
91.75388526	1.005129869
91.82091768	1.00501047
91.88794739	1.004891071
91.95497516	1.004771673
92.02200177	1.004652274
92.08902799	1.004532876
92.15605459	1.004413477
92.22308234	1.004294078
92.29011202	1.00417468
92.3571444	1.004055281
92.42418024	1.003935883
92.49122034	1.003816484
92.55826545	1.003697085
92.62531634	1.003577687
92.6923738	1.003458288
92.7594386	1.00333889
92.8265115	1.003219491
92.89359328	1.003100092
92.96068471	1.002980694
93.02778657	1.002861295
93.09489962	1.002741897
93.16202464	1.002622498
93.22916241	1.002503099
93.29631369	1.002383701
93.36347926	1.002264302
93.43065989	1.002144904
93.49785635	1.002025505
93.56506941	1.001906106
93.63229986	1.001786708
93.69954836	1.001667309
93.76681462	1.001547911
93.83409773	1.001428512
93.90139681	1.001309113
93.96871095	1.001189715
94.03603925	1.001070316
94.1033808	1.000950917
94.1707347	1.000831519
94.23810006	1.00071212
94.30547597	1.000592722
94.37286153	1.000473323
94.44025584	1.000353924
94.507658	1.000234526
94.5750671	1.000115127
94.64248224	0.999995729
94.70990253	0.99987633
94.77732705	0.999756931
94.84475492	0.999637533
94.91218522	0.999518134
94.97961706	0.999398736
95.04704954	0.999279337
95.11448174	0.999159938
95.18191278	0.99904054
95.24934175	0.998921141
95.31676774	0.998801743
95.38418987	0.998682344
95.45160721	0.998562945
95.51901889	0.998443547
95.58642398	0.998324148
95.65382159	0.99820475
95.72121083	0.998085351
95.78859078	0.997965952
