Temperature Voltage	
4.2014802961	1.6259702848
4.2021604321	1.6259474386
4.2028405681	1.6259245898
4.2035207041	1.6259017383
4.2042008402	1.6258788843
4.2048809762	1.6258560276
4.2055611122	1.6258331684
4.2062412482	1.6258103065
4.2069213843	1.6257874421
4.2076015203	1.6257645751
4.2082816563	1.6257417055
4.2089617924	1.6257188333
4.2096419284	1.6256959585
4.2103220644	1.6256730811
4.2110022004	1.6256502012
4.2116823365	1.6256273187
4.2123624725	1.6256044336
4.2130426085	1.6255815459
4.2137227445	1.6255586557
4.2144028806	1.6255357629
4.2150830166	1.6255128675
4.2157631526	1.6254899695
4.2164432887	1.625467069
4.2171234247	1.625444166
4.2178035607	1.6254212603
4.2184836967	1.6253983522
4.2191638328	1.6253754414
4.2198439688	1.6253525282
4.2205241048	1.6253296123
4.2212042408	1.6253066939
4.2218843769	1.625283773
4.2225645129	1.6252608495
4.2232446489	1.6252379235
4.223924785	1.625214995
4.224604921	1.6251920639
4.225285057	1.6251691303
4.225965193	1.6251461941
4.2266453291	1.6251232554
4.2273254651	1.6251003142
4.2280056011	1.6250773704
4.2286857371	1.6250544242
4.2293658732	1.6250314754
4.2300460092	1.6250085241
4.2307261452	1.6249855703
4.2314062813	1.6249626139
4.2320864173	1.6249396551
4.2327665533	1.6249166937
4.2334466893	1.6248937298
4.2341268254	1.6248707634
4.2348069614	1.6248477945
4.2354870974	1.6248248231
4.2361672334	1.6248018492
4.2368473695	1.6247788728
4.2375275055	1.624755894
4.2382076415	1.6247329126
4.2388877776	1.6247099287
4.2395679136	1.6246869423
4.2402480496	1.6246639535
4.2409281856	1.6246409621
4.2416083217	1.6246179683
4.2422884577	1.624594972
4.2429685937	1.6245719732
4.2436487297	1.6245489719
4.2443288658	1.6245259682
4.2450090018	1.624502962
4.2456891378	1.6244799533
4.2463692739	1.6244569421
4.2470494099	1.6244339285
4.2477295459	1.6244109124
4.2484096819	1.6243878939
4.249089818	1.6243648729
4.249769954	1.6243418494
4.25045009	1.6243188235
4.251130226	1.6242957951
4.2518103621	1.6242727643
4.2524904981	1.624249731
4.2531706341	1.6242266952
4.2538507702	1.6242036571
4.2545309062	1.6241806165
4.2552110422	1.6241575734
4.2558911782	1.6241345279
4.2565713143	1.62411148
4.2572514503	1.6240884296
4.2579315863	1.6240653768
4.2586117223	1.6240423216
4.2592918584	1.6240192639
4.2599719944	1.6239962038
4.2606521304	1.6239731413
4.2613322665	1.6239500763
4.2620124025	1.623927009
4.2626925385	1.6239039392
4.2633726745	1.623880867
4.2640528106	1.6238577924
4.2647329466	1.6238347154
4.2654130826	1.623811636
4.2660932186	1.6237885541
4.2667733547	1.6237654699
4.2674534907	1.6237423833
4.2681336267	1.6237192942
4.2688137628	1.6236962028
4.2694938988	1.6236731089
4.2701740348	1.6236500127
4.2708541708	1.6236269141
4.2715343069	1.6236038131
4.2722144429	1.6235807097
4.2728945789	1.6235576039
4.2735747149	1.6235344957
4.274254851	1.6235113851
4.274934987	1.6234882722
4.275615123	1.6234651569
4.2762952591	1.6234420392
4.2769753951	1.6234189191
4.2776555311	1.6233957967
4.2783356671	1.6233726719
4.2790158032	1.6233495447
4.2796959392	1.6233264152
4.2803760752	1.6233032833
4.2810562112	1.623280149
4.2817363473	1.6232570124
4.2824164833	1.6232338735
4.2830966193	1.6232107321
4.2837767554	1.6231875884
4.2844568914	1.6231644424
4.2851370274	1.623141294
4.2858171634	1.6231181433
4.2864972995	1.6230949903
4.2871774355	1.6230718348
4.2878575715	1.6230486771
4.2885377075	1.623025517
4.2892178436	1.6230023546
4.2898979796	1.6229791898
4.2905781156	1.6229560228
4.2912582517	1.6229328534
4.2919383877	1.6229096816
4.2926185237	1.6228865076
4.2932986597	1.6228633312
4.2939787958	1.6228401525
4.2946589318	1.6228169714
4.2953390678	1.6227937881
4.2960192038	1.6227706024
4.2966993399	1.6227474145
4.2973794759	1.6227242242
4.2980596119	1.6227010316
4.2987397479	1.6226778367
4.299419884	1.6226546396
4.30010002	1.6226314401
4.300780156	1.6226082383
4.3014602921	1.6225850342
4.3021404281	1.6225618278
4.3028205641	1.6225386191
4.3035007001	1.6225154082
4.3041808362	1.6224921949
4.3048609722	1.6224689794
4.3055411082	1.6224457616
4.3062212442	1.6224225414
4.3069013803	1.6223993191
4.3075815163	1.6223760944
4.3082616523	1.6223528675
4.3089417884	1.6223296383
4.3096219244	1.6223064068
4.3103020604	1.622283173
4.3109821964	1.622259937
4.3116623325	1.6222366987
4.3123424685	1.6222134582
4.3130226045	1.6221902154
4.3137027405	1.6221669703
4.3143828766	1.622143723
4.3150630126	1.6221204734
4.3157431486	1.6220972216
4.3164232847	1.6220739675
4.3171034207	1.6220507112
4.3177835567	1.6220274526
4.3184636927	1.6220041918
4.3191438288	1.6219809287
4.3198239648	1.6219576634
4.3205041008	1.6219343959
4.3211842368	1.6219111261
4.3218643729	1.6218878541
4.3225445089	1.6218645799
4.3232246449	1.6218413034
4.323904781	1.6218180248
4.324584917	1.6217947438
4.325265053	1.6217714607
4.325945189	1.6217481754
4.3266253251	1.6217248878
4.3273054611	1.621701598
4.3279855971	1.621678306
4.3286657331	1.6216550118
4.3293458692	1.6216317154
4.3300260052	1.6216084167
4.3307061412	1.6215851159
4.3313862773	1.6215618128
4.3320664133	1.6215385076
4.3327465493	1.6215152002
4.3334266853	1.6214918905
4.3341068214	1.6214685787
4.3347869574	1.6214452647
4.3354670934	1.6214219485
4.3361472294	1.6213986301
4.3368273655	1.6213753095
4.3375075015	1.6213519867
4.3381876375	1.6213286617
4.3388677736	1.6213053346
4.3395479096	1.6212820053
4.3402280456	1.6212586738
4.3409081816	1.6212353402
4.3415883177	1.6212120043
4.3422684537	1.6211886663
4.3429485897	1.6211653262
4.3436287257	1.6211419838
4.3443088618	1.6211186393
4.3449889978	1.6210952927
4.3456691338	1.6210719439
4.3463492699	1.6210485929
4.3470294059	1.6210252398
4.3477095419	1.6210018845
4.3483896779	1.6209785271
4.349069814	1.6209551675
4.34974995	1.6209318058
4.350430086	1.6209084419
4.351110222	1.6208850759
4.3517903581	1.6208617077
4.3524704941	1.6208383375
4.3531506301	1.620814965
4.3538307662	1.6207915905
4.3545109022	1.6207682138
4.3551910382	1.620744835
4.3558711742	1.6207214541
4.3565513103	1.620698071
4.3572314463	1.6206746858
4.3579115823	1.6206512985
4.3585917183	1.6206279091
4.3592718544	1.6206045176
4.3599519904	1.6205811239
4.3606321264	1.6205577281
4.3613122625	1.6205343303
4.3619923985	1.6205109303
4.3626725345	1.6204875282
4.3633526705	1.620464124
4.3640328066	1.6204407177
4.3647129426	1.6204173093
4.3653930786	1.6203938988
4.3660732146	1.6203704863
4.3667533507	1.6203470716
4.3674334867	1.6203236548
4.3681136227	1.620300236
4.3687937588	1.620276815
4.3694738948	1.620253392
4.3701540308	1.6202299669
4.3708341668	1.6202065397
4.3715143029	1.6201831105
4.3721944389	1.6201596791
4.3728745749	1.6201362457
4.3735547109	1.6201128102
4.374234847	1.6200893727
4.374914983	1.6200659331
4.375595119	1.6200424914
4.3762752551	1.6200190476
4.3769553911	1.6199956018
4.3776355271	1.619972154
4.3783156631	1.619948704
4.3789957992	1.6199252521
4.3796759352	1.619901798
4.3803560712	1.6198783419
4.3810362072	1.6198548838
4.3817163433	1.6198314236
4.3823964793	1.6198079614
4.3830766153	1.6197844972
4.3837567514	1.6197610309
4.3844368874	1.6197375625
4.3851170234	1.6197140922
4.3857971594	1.6196906198
4.3864772955	1.6196671453
4.3871574315	1.6196436689
4.3878375675	1.6196201904
4.3885177035	1.6195967099
4.3891978396	1.6195732273
4.3898779756	1.6195497428
4.3905581116	1.6195262562
4.3912382476	1.6195027676
4.3919183837	1.619479277
4.3925985197	1.6194557844
4.3932786557	1.6194322898
4.3939587918	1.6194087931
4.3946389278	1.6193852945
4.3953190638	1.6193617939
4.3959991998	1.6193382912
4.3966793359	1.6193147866
4.3973594719	1.6192912799
4.3980396079	1.6192677713
4.3987197439	1.6192442607
4.39939988	1.6192207481
4.400080016	1.6191972335
4.400760152	1.6191737169
4.4014402881	1.6191501983
4.4021204241	1.6191266777
4.4028005601	1.6191031552
4.4034806961	1.6190796307
4.4041608322	1.6190561041
4.4048409682	1.6190325756
4.4055211042	1.6190090451
4.4062012402	1.6189855127
4.4068813763	1.6189619782
4.4075615123	1.6189384418
4.4082416483	1.6189149033
4.4089217844	1.6188913629
4.4096019204	1.6188678205
4.4102820564	1.6188442761
4.4109621924	1.6188207298
4.4116423285	1.6187971814
4.4123224645	1.6187736311
4.4130026005	1.6187500788
4.4136827365	1.6187265245
4.4143628726	1.6187029682
4.4150430086	1.6186794099
4.4157231446	1.6186558497
4.4164032807	1.6186322875
4.4170834167	1.6186087233
4.4177635527	1.6185851571
4.4184436887	1.6185615889
4.4191238248	1.6185380187
4.4198039608	1.6185144466
4.4204840968	1.6184908725
4.4211642328	1.6184672964
4.4218443689	1.6184437183
4.4225245049	1.6184201383
4.4232046409	1.6183965562
4.423884777	1.6183729722
4.424564913	1.6183493862
4.425245049	1.6183257982
4.425925185	1.6183022083
4.4266053211	1.6182786163
4.4272854571	1.6182550224
4.4279655931	1.6182314265
4.4286457291	1.6182078286
4.4293258652	1.6181842288
4.4300060012	1.6181606269
4.4306861372	1.6181370231
4.4313662733	1.6181134173
4.4320464093	1.6180898096
4.4327265453	1.6180661998
4.4334066813	1.6180425881
4.4340868174	1.6180189744
4.4347669534	1.6179953587
4.4354470894	1.6179717411
4.4361272254	1.6179481215
4.4368073615	1.6179244998
4.4374874975	1.6179008763
4.4381676335	1.6178772507
4.4388477696	1.6178536232
4.4395279056	1.6178299937
4.4402080416	1.6178063622
4.4408881776	1.6177827287
4.4415683137	1.6177590933
4.4422484497	1.6177354559
4.4429285857	1.6177118165
4.4436087217	1.6176881751
4.4442888578	1.6176645318
4.4449689938	1.6176408865
4.4456491298	1.6176172392
4.4463292659	1.6175935899
4.4470094019	1.6175699387
4.4476895379	1.6175462855
4.4483696739	1.6175226303
4.44904981	1.6174989731
4.449729946	1.617475314
4.450410082	1.6174516529
4.451090218	1.6174279898
4.4517703541	1.6174043248
4.4524504901	1.6173806578
4.4531306261	1.6173569888
4.4538107622	1.6173333178
4.4544908982	1.6173096449
4.4551710342	1.61728597
4.4558511702	1.6172622931
4.4565313063	1.6172386143
4.4572114423	1.6172149334
4.4578915783	1.6171912506
4.4585717143	1.6171675659
4.4592518504	1.6171438791
4.4599319864	1.6171201904
4.4606121224	1.6170964998
4.4612922585	1.6170728071
4.4619723945	1.6170491125
4.4626525305	1.6170254159
4.4633326665	1.6170017174
4.4640128026	1.6169780169
4.4646929386	1.6169543144
4.4653730746	1.6169306099
4.4660532106	1.6169069035
4.4667333467	1.6168831951
4.4674134827	1.6168594847
4.4680936187	1.6168357724
4.4687737548	1.6168120581
4.4694538908	1.6167883418
4.4701340268	1.6167646236
4.4708141628	1.6167409034
4.4714942989	1.6167171812
4.4721744349	1.6166934571
4.4728545709	1.616669731
4.4735347069	1.6166460029
4.474214843	1.6166222729
4.474894979	1.6165985409
4.475575115	1.6165748069
4.4762552511	1.616551071
4.4769353871	1.6165273331
4.4776155231	1.6165035932
4.4782956591	1.6164798514
4.4789757952	1.6164561076
4.4796559312	1.6164323618
4.4803360672	1.6164086141
4.4810162032	1.6163848644
4.4816963393	1.6163611128
4.4823764753	1.6163373592
4.4830566113	1.6163136036
4.4837367473	1.616289846
4.4844168834	1.6162660865
4.4850970194	1.6162423251
4.4857771554	1.6162185616
4.4864572915	1.6161947962
4.4871374275	1.6161710289
4.4878175635	1.6161472595
4.4884976995	1.6161234882
4.4891778356	1.616099715
4.4898579716	1.6160759398
4.4905381076	1.6160521626
4.4912182436	1.6160283835
4.4918983797	1.6160046024
4.4925785157	1.6159808193
4.4932586517	1.6159570343
4.4939387878	1.6159332473
4.4946189238	1.6159094584
4.4952990598	1.6158856675
4.4959791958	1.6158618746
4.4966593319	1.6158380798
4.4973394679	1.615814283
4.4980196039	1.6157904843
4.4986997399	1.6157666836
4.499379876	1.6157428809
4.500060012	1.6157190763
4.500740148	1.6156952697
4.5014202841	1.6156714611
4.5021004201	1.6156476506
4.5027805561	1.6156238382
4.5034606921	1.6156000238
4.5041408282	1.6155762074
4.5048209642	1.6155523891
4.5055011002	1.6155285688
4.5061812362	1.6155047465
4.5068613723	1.6154809223
4.5075415083	1.6154570962
4.5082216443	1.615433268
4.5089017804	1.615409438
4.5095819164	1.6153856059
4.5102620524	1.6153617719
4.5109421884	1.615337936
4.5116223245	1.6153140981
4.5123024605	1.6152902582
4.5129825965	1.6152664164
4.5136627325	1.6152425726
4.5143428686	1.6152187269
4.5150230046	1.6151948792
4.5157031406	1.6151710296
4.5163832767	1.615147178
4.5170634127	1.6151233245
4.5177435487	1.615099469
4.5184236847	1.6150756115
4.5191038208	1.6150517521
4.5197839568	1.6150278907
4.5204640928	1.6150040274
4.5211442288	1.6149801621
4.5218243649	1.6149562949
4.5225045009	1.6149324257
4.5231846369	1.6149085546
4.523864773	1.6148846815
4.524544909	1.6148608065
4.525225045	1.6148369295
4.525905181	1.6148130506
4.5265853171	1.6147891697
4.5272654531	1.6147652868
4.5279455891	1.614741402
4.5286257251	1.6147175153
4.5293058612	1.6146936266
4.5299859972	1.6146697359
4.5306661332	1.6146458433
4.5313462693	1.6146219488
4.5320264053	1.6145980523
4.5327065413	1.6145741538
4.5333866773	1.6145502534
4.5340668134	1.6145263511
4.5347469494	1.6145024467
4.5354270854	1.6144785405
4.5361072214	1.6144546323
4.5367873575	1.6144307221
4.5374674935	1.61440681
4.5381476295	1.614382896
4.5388277656	1.61435898
4.5395079016	1.614335062
4.5401880376	1.6143111421
4.5408681736	1.6142872203
4.5415483097	1.6142632965
4.5422284457	1.6142393708
4.5429085817	1.6142154431
4.5435887177	1.6141915134
4.5442688538	1.6141675818
4.5449489898	1.6141436483
4.5456291258	1.6141197128
4.5463092619	1.6140957754
4.5469893979	1.614071836
4.5476695339	1.6140478947
4.5483496699	1.6140239515
4.549029806	1.6140000062
4.549709942	1.6139760591
4.550390078	1.61395211
4.551070214	1.6139281589
4.5517503501	1.613904206
4.5524304861	1.613880251
4.5531106221	1.6138562941
4.5537907582	1.6138323353
4.5544708942	1.6138083745
4.5551510302	1.6137844118
4.5558311662	1.6137604472
4.5565113023	1.6137364806
4.5571914383	1.613712512
4.5578715743	1.6136885415
4.5585517103	1.6136645691
4.5592318464	1.6136405947
4.5599119824	1.6136166184
4.5605921184	1.6135926401
4.5612722545	1.6135686599
4.5619523905	1.6135446778
4.5626325265	1.6135206937
4.5633126625	1.6134967076
4.5639927986	1.6134727197
4.5646729346	1.6134487297
4.5653530706	1.6134247379
4.5660332066	1.6134007441
4.5667133427	1.6133767483
4.5673934787	1.6133527507
4.5680736147	1.613328751
4.5687537508	1.6133047495
4.5694338868	1.613280746
4.5701140228	1.6132567405
4.5707941588	1.6132327331
4.5714742949	1.6132087238
4.5721544309	1.6131847125
4.5728345669	1.6131606993
4.5735147029	1.6131366842
4.574194839	1.6131126671
4.574874975	1.6130886481
4.575555111	1.6130646271
4.576235247	1.6130406042
4.5769153831	1.6130165794
4.5775955191	1.6129925526
4.5782756551	1.6129685239
4.5789557912	1.6129444932
4.5796359272	1.6129204607
4.5803160632	1.6128964261
4.5809961992	1.6128723897
4.5816763353	1.6128483513
4.5823564713	1.6128243109
4.5830366073	1.6128002686
4.5837167433	1.6127762244
4.5843968794	1.6127521783
4.5850770154	1.6127281302
4.5857571514	1.6127040802
4.5864372875	1.6126800282
4.5871174235	1.6126559743
4.5877975595	1.6126319185
4.5884776955	1.6126078607
4.5891578316	1.612583801
4.5898379676	1.6125597394
4.5905181036	1.6125356758
4.5911982396	1.6125116103
4.5918783757	1.6124875429
4.5925585117	1.6124634735
4.5932386477	1.6124394022
4.5939187838	1.612415329
4.5945989198	1.6123912538
4.5952790558	1.6123671767
4.5959591918	1.6123430977
4.5966393279	1.6123190167
4.5973194639	1.6122949338
4.5979995999	1.612270849
4.5986797359	1.6122467622
4.599359872	1.6122226735
4.600040008	1.6121985829
4.600720144	1.6121744903
4.6014002801	1.6121503958
4.6020804161	1.6121262994
4.6027605521	1.6121022011
4.6034406881	1.6120781008
4.6041208242	1.6120539987
4.6048009602	1.6120298947
4.6054810962	1.6120057888
4.6061612322	1.611981681
4.6068413683	1.6119575714
4.6075215043	1.6119334598
4.6082016403	1.6119093465
4.6088817764	1.6118852312
4.6095619124	1.6118611142
4.6102420484	1.6118369952
4.6109221844	1.6118128745
4.6116023205	1.6117887519
4.6122824565	1.6117646275
4.6129625925	1.6117405013
4.6136427285	1.6117163733
4.6143228646	1.6116922435
4.6150030006	1.6116681119
4.6156831366	1.6116439785
4.6163632727	1.6116198433
4.6170434087	1.6115957063
4.6177235447	1.6115715676
4.6184036807	1.6115474271
4.6190838168	1.6115232849
4.6197639528	1.6114991409
4.6204440888	1.6114749952
4.6211242248	1.6114508477
4.6218043609	1.6114266986
4.6224844969	1.6114025477
4.6231646329	1.611378395
4.623844769	1.6113542407
4.624524905	1.6113300847
4.625205041	1.6113059269
4.625885177	1.6112817675
4.6265653131	1.6112576064
4.6272454491	1.6112334437
4.6279255851	1.6112092792
4.6286057211	1.6111851131
4.6292858572	1.6111609454
4.6299659932	1.611136776
4.6306461292	1.6111126049
4.6313262653	1.6110884322
4.6320064013	1.6110642579
4.6326865373	1.611040082
4.6333666733	1.6110159044
4.6340468094	1.6109917252
4.6347269454	1.6109675445
4.6354070814	1.6109433621
4.6360872174	1.6109191782
4.6367673535	1.6108949926
4.6374474895	1.6108708055
4.6381276255	1.6108466168
4.6388077616	1.6108224266
4.6394878976	1.6107982348
4.6401680336	1.6107740414
4.6408481696	1.6107498465
4.6415283057	1.6107256501
4.6422084417	1.6107014521
4.6428885777	1.6106772526
4.6435687137	1.6106530516
4.6442488498	1.6106288491
4.6449289858	1.6106046451
4.6456091218	1.6105804396
4.6462892579	1.6105562325
4.6469693939	1.610532024
4.6476495299	1.6105078141
4.6483296659	1.6104836026
4.649009802	1.6104593897
4.649689938	1.6104351753
4.650370074	1.6104109595
4.65105021	1.6103867422
4.6517303461	1.6103625235
4.6524104821	1.6103383034
4.6530906181	1.6103140818
4.6537707542	1.6102898588
4.6544508902	1.6102656344
4.6551310262	1.6102414086
4.6558111622	1.6102171814
4.6564912983	1.6101929528
4.6571714343	1.6101687229
4.6578515703	1.6101444915
4.6585317063	1.6101202588
4.6592118424	1.6100960247
4.6598919784	1.6100717892
4.6605721144	1.6100475524
4.6612522505	1.6100233142
4.6619323865	1.6099990747
4.6626125225	1.6099748339
4.6632926585	1.6099505917
4.6639727946	1.6099263482
4.6646529306	1.6099021034
4.6653330666	1.6098778573
4.6660132026	1.6098536099
4.6666933387	1.6098293612
4.6673734747	1.6098051112
4.6680536107	1.60978086
4.6687337467	1.6097566074
4.6694138828	1.6097323536
4.6700940188	1.6097080985
4.6707741548	1.6096838422
4.6714542909	1.6096595846
4.6721344269	1.6096353258
4.6728145629	1.6096110658
4.6734946989	1.6095868045
4.674174835	1.609562542
4.674854971	1.6095382783
4.675535107	1.6095140133
4.676215243	1.6094897472
4.6768953791	1.6094654799
4.6775755151	1.6094412114
4.6782556511	1.6094169417
4.6789357872	1.6093926708
4.6796159232	1.6093683987
4.6802960592	1.6093441255
4.6809761952	1.6093198512
4.6816563313	1.6092955757
4.6823364673	1.609271299
4.6830166033	1.6092470212
4.6836967393	1.6092227423
4.6843768754	1.6091984623
4.6850570114	1.6091741811
4.6857371474	1.6091498988
4.6864172835	1.6091256154
4.6870974195	1.609101331
4.6877775555	1.6090770454
4.6884576915	1.6090527588
4.6891378276	1.609028471
4.6898179636	1.6090041822
4.6904980996	1.6089798924
4.6911782356	1.6089556015
4.6918583717	1.6089313095
4.6925385077	1.6089070165
4.6932186437	1.6088827224
4.6938987798	1.6088584273
4.6945789158	1.6088341312
4.6952590518	1.6088098341
4.6959391878	1.608785536
4.6966193239	1.6087612368
4.6972994599	1.6087369367
4.6979795959	1.6087126355
4.6986597319	1.6086883334
4.699339868	1.6086640303
4.700020004	1.6086397262
4.70070014	1.6086154212
4.7013802761	1.6085911152
4.7020604121	1.6085668083
4.7027405481	1.6085425004
4.7034206841	1.6085181915
4.7041008202	1.6084938818
4.7047809562	1.6084695711
4.7054610922	1.6084452595
4.7061412282	1.6084209469
4.7068213643	1.6083966335
4.7075015003	1.6083723192
4.7081816363	1.6083480039
4.7088617724	1.6083236878
4.7095419084	1.6082993708
4.7102220444	1.608275053
4.7109021804	1.6082507342
4.7115823165	1.6082264146
4.7122624525	1.6082020942
4.7129425885	1.6081777729
4.7136227245	1.6081534507
4.7143028606	1.6081291278
4.7149829966	1.608104804
4.7156631326	1.6080804793
4.7163432687	1.6080561539
4.7170234047	1.6080318276
4.7177035407	1.6080075006
4.7183836767	1.6079831728
4.7190638128	1.6079588441
4.7197439488	1.6079345147
4.7204240848	1.6079101845
4.7211042208	1.6078858536
4.7217843569	1.6078615219
4.7224644929	1.6078371894
4.7231446289	1.6078128562
4.723824765	1.6077885222
4.724504901	1.6077641875
4.725185037	1.6077398521
4.725865173	1.6077155159
4.7265453091	1.607691179
4.7272254451	1.6076668415
4.7279055811	1.6076425032
4.7285857171	1.6076181642
4.7292658532	1.6075938245
4.7299459892	1.6075694842
4.7306261252	1.6075451432
4.7313062613	1.6075208015
4.7319863973	1.6074964591
4.7326665333	1.6074721161
4.7333466693	1.6074477724
4.7340268054	1.6074234281
4.7347069414	1.6073990831
4.7353870774	1.6073747376
4.7360672134	1.6073503914
4.7367473495	1.6073260445
4.7374274855	1.6073016971
4.7381076215	1.6072773491
4.7387877576	1.6072530004
4.7394678936	1.6072286512
4.7401480296	1.6072043014
4.7408281656	1.607179951
4.7415083017	1.6071556
4.7421884377	1.6071312485
4.7428685737	1.6071068964
4.7435487097	1.6070825438
4.7442288458	1.6070581906
4.7449089818	1.6070338369
4.7455891178	1.6070094826
4.7462692539	1.6069851279
4.7469493899	1.6069607726
4.7476295259	1.6069364167
4.7483096619	1.6069120604
4.748989798	1.6068877036
4.749669934	1.6068633463
4.75035007	1.6068389885
4.751030206	1.6068146302
4.7517103421	1.6067902715
4.7523904781	1.6067659123
4.7530706141	1.6067415526
4.7537507502	1.6067171925
4.7544308862	1.6066928319
4.7551110222	1.6066684709
4.7557911582	1.6066441094
4.7564712943	1.6066197476
4.7571514303	1.6065953853
4.7578315663	1.6065710226
4.7585117023	1.6065466595
4.7591918384	1.6065222959
4.7598719744	1.606497932
4.7605521104	1.6064735677
4.7612322464	1.606449203
4.7619123825	1.606424838
4.7625925185	1.6064004726
4.7632726545	1.6063761068
4.7639527906	1.6063517406
4.7646329266	1.6063273742
4.7653130626	1.6063030073
4.7659931986	1.6062786402
4.7666733347	1.6062542727
4.7673534707	1.6062299049
4.7680336067	1.6062055367
4.7687137427	1.6061811683
4.7693938788	1.6061567996
4.7700740148	1.6061324305
4.7707541508	1.6061080612
4.7714342869	1.6060836916
4.7721144229	1.6060593217
4.7727945589	1.6060349516
4.7734746949	1.6060105811
4.774154831	1.6059862105
4.774834967	1.6059618395
4.775515103	1.6059374684
4.776195239	1.605913097
4.7768753751	1.6058887254
4.7775555111	1.6058643535
4.7782356471	1.6058399814
4.7789157832	1.6058156091
4.7795959192	1.6057912367
4.7802760552	1.605766864
4.7809561912	1.6057424911
4.7816363273	1.6057181181
4.7823164633	1.6056937448
4.7829965993	1.6056693714
4.7836767353	1.6056449978
4.7843568714	1.6056206241
4.7850370074	1.6055962502
4.7857171434	1.6055718762
4.7863972795	1.6055475021
4.7870774155	1.6055231278
4.7877575515	1.6054987534
4.7884376875	1.6054743788
4.7891178236	1.6054500042
4.7897979596	1.6054256294
4.7904780956	1.6054012546
4.7911582316	1.6053768796
4.7918383677	1.6053525046
4.7925185037	1.6053281295
4.7931986397	1.6053037543
4.7938787758	1.6052793791
4.7945589118	1.6052550038
4.7952390478	1.6052306284
4.7959191838	1.605206253
4.7965993199	1.6051818776
4.7972794559	1.6051575021
4.7979595919	1.6051331266
4.7986397279	1.6051087511
4.799319864	1.6050843755
4.8	1.60506
5	1.59782
5.0075037519	1.5975433598
5.0150075038	1.5972667174
5.0225112556	1.5969900707
5.0300150075	1.5967134175
5.0375187594	1.5964367557
5.0450225113	1.5961600831
5.0525262631	1.5958833975
5.060030015	1.5956066968
5.0675337669	1.5953299787
5.0750375188	1.5950532413
5.0825412706	1.5947764822
5.0900450225	1.5944996994
5.0975487744	1.5942228906
5.1050525263	1.5939460537
5.1125562781	1.5936691866
5.12006003	1.593392287
5.1275637819	1.5931153529
5.1350675338	1.592838382
5.1425712856	1.5925613722
5.1500750375	1.5922843214
5.1575787894	1.5920072273
5.1650825413	1.5917300879
5.1725862931	1.5914529009
5.180090045	1.5911756642
5.1875937969	1.5908983756
5.1950975488	1.5906210331
5.2026013007	1.5903436343
5.2101050525	1.5900661771
5.2176088044	1.5897886595
5.2251125563	1.5895110792
5.2326163082	1.589233434
5.24012006	1.5889557219
5.2476238119	1.5886779405
5.2551275638	1.5884000879
5.2626313157	1.5881221618
5.2701350675	1.5878441601
5.2776388194	1.5875660805
5.2851425713	1.587287921
5.2926463232	1.5870096793
5.300150075	1.5867313534
5.3076538269	1.586452941
5.3151575788	1.5861744401
5.3226613307	1.5858958483
5.3301650825	1.5856171636
5.3376688344	1.5853383839
5.3451725863	1.5850595068
5.3526763382	1.5847805304
5.36018009	1.5845014524
5.3676838419	1.5842222706
5.3751875938	1.583942983
5.3826913457	1.5836635873
5.3901950975	1.5833840814
5.3976988494	1.583104463
5.4052026013	1.5828247302
5.4127063532	1.5825448806
5.4202101051	1.5822649122
5.4277138569	1.5819848228
5.4352176088	1.5817046102
5.4427213607	1.5814242722
5.4502251126	1.5811438067
5.4577288644	1.5808632115
5.4652326163	1.5805824845
5.4727363682	1.5803016236
5.4802401201	1.5800206264
5.4877438719	1.579739491
5.4952476238	1.5794582151
5.5027513757	1.5791767965
5.5102551276	1.5788952346
5.5177588794	1.5786135304
5.5252626313	1.5783316852
5.5327663832	1.5780497003
5.5402701351	1.577767577
5.5477738869	1.5774853165
5.5552776388	1.5772029201
5.5627813907	1.576920389
5.5702851426	1.5766377247
5.5777888944	1.5763549282
5.5852926463	1.576072001
5.5927963982	1.5757889442
5.6003001501	1.5755057592
5.607803902	1.5752224472
5.6153076538	1.5749390095
5.6228114057	1.5746554474
5.6303151576	1.5743717621
5.6378189095	1.5740879549
5.6453226613	1.5738040272
5.6528264132	1.5735199801
5.6603301651	1.5732358149
5.667833917	1.572951533
5.6753376688	1.5726671355
5.6828414207	1.5723826239
5.6903451726	1.5720979992
5.6978489245	1.5718132629
5.7053526763	1.5715284161
5.7128564282	1.5712434603
5.7203601801	1.5709583965
5.727863932	1.5706732262
5.7353676838	1.5703879505
5.7428714357	1.5701025708
5.7503751876	1.5698170884
5.7578789395	1.5695315044
5.7653826913	1.5692458202
5.7728864432	1.5689600371
5.7803901951	1.5686741563
5.787893947	1.5683881791
5.7953976988	1.5681021068
5.8029014507	1.5678159406
5.8104052026	1.5675296819
5.8179089545	1.5672433318
5.8254127064	1.5669568917
5.8329164582	1.5666703629
5.8404202101	1.5663837466
5.847923962	1.5660970441
5.8554277139	1.5658102566
5.8629314657	1.5655233855
5.8704352176	1.565236432
5.8779389695	1.5649493974
5.8854427214	1.564662283
5.8929464732	1.56437509
5.9004502251	1.5640878197
5.907953977	1.5638004734
5.9154577289	1.5635130523
5.9229614807	1.5632255578
5.9304652326	1.5629379911
5.9379689845	1.5626503535
5.9454727364	1.5623626463
5.9529764882	1.5620748707
5.9604802401	1.5617870279
5.967983992	1.5614991194
5.9754877439	1.5612111463
5.9829914957	1.56092311
5.9904952476	1.5606350116
